Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Groundnut,2022,Kharif,Maharashtra,1357.2,2991.58,1327.37,203269.65,420.28,2.2
Soyabean,2022,Kharif,Maharashtra,3761.54,6911.01,1327.37,459706.08,1385.3,1.84
Gram,2022,Rabi,Maharashtra,5406.53,4284.33,1327.37,905859.95,2616.58,0.79
Potato,2022,Rabi,Maharashtra,4761.53,359355.6,1327.37,711222.34,2089.38,75.47
Rapeseed &Mustard,2022,Rabi,Maharashtra,5600.11,6769.4,1327.37,1079213.12,1123.5,1.21
Wheat,2022,Rabi,Maharashtra,3752.19,15406.15,1327.37,301851.93,1789.54,4.11
Arecanut,2022,Autumn,Maharashtra,3569.07,6653.24,1327.37,531419.49,1507.1,1.86
Arhar/Tur,2022,Autumn,Maharashtra,3434.31,5318.36,1327.37,663584.75,1396.03,1.55
Castor seed,2022,Autumn,Maharashtra,6454.8,8007.2,1327.37,1178433.87,2498.35,1.24
Cotton(lint),2022,Autumn,Maharashtra,2713.69,3972.91,1327.37,488118.03,623.51,1.46
Dry chillies,2022,Autumn,Maharashtra,6589.17,12575.13,1327.37,761263.01,3089.68,1.91
Gram,2022,Autumn,Maharashtra,6096.27,11419.76,1327.37,960210.11,2122.52,1.87
Jute,2022,Autumn,Maharashtra,4502.61,3799.57,1327.37,469303.25,2202.16,0.84
Linseed,2022,Autumn,Maharashtra,6364.06,9587.53,1327.37,742756.82,2191.88,1.51
Maize,2022,Autumn,Maharashtra,5469.77,16219.54,1327.37,762848.26,1154.15,2.97
Mesta,2022,Autumn,Maharashtra,6009.28,5426.5,1327.37,824844.72,2124.29,0.9
Niger seed,2022,Autumn,Maharashtra,3075.8,3716.96,1327.37,566624.23,1068.87,1.21
Onion,2022,Autumn,Maharashtra,9489.97,9587.72,1327.37,1440488.18,2548.86,1.01
Other Rabi pulses,2022,Autumn,Maharashtra,2930.25,5034.83,1327.37,314316.26,650.22,1.72
Potato,2022,Autumn,Maharashtra,939.93,37905.21,1327.37,170908.1,451.61,40.33
Rapeseed &Mustard,2022,Autumn,Maharashtra,6036.16,8970.39,1327.37,1029481.27,1954.45,1.49
Rice,2022,Autumn,Maharashtra,3053.54,6281.02,1327.37,347248.84,1221.21,2.06
Sesamum,2022,Autumn,Maharashtra,826.64,1824.61,1327.37,111758.8,271.39,2.21
Small millets,2022,Autumn,Maharashtra,1036.51,1227.05,1327.37,124658.78,476.02,1.18
Sugarcane,2022,Autumn,Maharashtra,4161.97,130460.06,1327.37,776692.84,1827.36,31.35
Sweet potato,2022,Autumn,Maharashtra,1334.92,1862.93,1327.37,243067.55,597.34,1.4
Tapioca,2022,Autumn,Maharashtra,7992.9,12536.39,1327.37,955802.29,2666.53,1.57
Tobacco,2022,Autumn,Maharashtra,3688.07,6182.49,1327.37,349484.75,916.23,1.68
Turmeric,2022,Autumn,Maharashtra,2711.48,4334.13,1327.37,429934.03,816.06,1.6
Wheat,2022,Autumn,Maharashtra,969.8,3007.54,1327.37,182201.07,244.49,3.1
Bajra,2022,Autumn,Maharashtra,925.46,2000.13,1327.37,163847.13,407.58,2.16
Black pepper,2022,Autumn,Maharashtra,6670.28,7505.06,1327.37,576488.17,2191.38,1.13
Cardamom,2022,Autumn,Maharashtra,3126.79,3724.0,1327.37,467815.65,1218.19,1.19
Coriander,2022,Autumn,Maharashtra,4302.76,7295.7,1327.37,476146.32,1867.89,1.7
Garlic,2022,Autumn,Maharashtra,3306.6,4574.99,1327.37,559224.52,670.98,1.38
Ginger,2022,Autumn,Maharashtra,7967.62,12360.05,1327.37,1558916.41,2302.36,1.55
Groundnut,2022,Autumn,Maharashtra,9518.7,10954.54,1327.37,1113516.02,2776.49,1.15
Horse-gram,2022,Autumn,Maharashtra,8749.2,14350.32,1327.37,892174.04,3645.76,1.64
Jowar,2022,Autumn,Maharashtra,3449.49,2874.7,1327.37,283260.01,865.91,0.83
Ragi,2022,Autumn,Maharashtra,9341.69,15950.42,1327.37,914925.51,4313.81,1.71
Cashewnut,2022,Autumn,Maharashtra,4813.98,8744.03,1327.37,796691.6,1886.45,1.82
Banana,2022,Autumn,Maharashtra,9826.49,403292.67,1327.37,1300509.28,3540.82,41.04
Soyabean,2022,Autumn,Maharashtra,6606.45,10678.13,1327.37,588673.72,3021.19,1.62
Barley,2022,Autumn,Maharashtra,9516.91,9968.24,1327.37,1635831.89,3714.48,1.05
Khesari,2022,Autumn,Maharashtra,905.77,1024.11,1327.37,154705.41,423.0,1.13
Masoor,2022,Autumn,Maharashtra,6584.24,10400.48,1327.37,1249577.27,1421.54,1.58
Moong(Green Gram),2022,Autumn,Maharashtra,1472.4,3589.27,1327.37,158247.5,456.17,2.44
Other Kharif pulses,2022,Autumn,Maharashtra,608.51,1039.68,1327.37,68997.76,132.01,1.71
Safflower,2022,Autumn,Maharashtra,1449.25,2221.11,1327.37,223093.05,709.17,1.53
Sannhamp,2022,Autumn,Maharashtra,6516.54,14010.66,1327.37,985370.35,2737.95,2.15
Sunflower,2022,Autumn,Maharashtra,7592.79,17413.9,1327.37,807326.17,2233.88,2.29
Urad,2022,Autumn,Maharashtra,2963.85,3186.82,1327.37,243641.96,687.39,1.08
Peas & beans (Pulses),2022,Autumn,Maharashtra,5844.93,9682.5,1327.37,749790.31,1283.65,1.66
other oilseeds,2022,Autumn,Maharashtra,376.3,755.96,1327.37,65790.72,139.55,2.01
Other Cereals,2022,Autumn,Maharashtra,4311.66,7302.67,1327.37,662310.89,936.6,1.69
Cowpea(Lobia),2022,Autumn,Maharashtra,4764.81,6901.45,1327.37,708609.8,1127.08,1.45
Oilseeds total,2022,Autumn,Maharashtra,2731.44,5716.28,1327.37,263158.58,1069.86,2.09
Guar seed,2022,Autumn,Maharashtra,9273.49,21741.05,1327.37,1449167.35,3331.59,2.34
Other Summer Pulses,2022,Autumn,Maharashtra,9119.29,17864.0,1327.37,1019220.66,3977.91,1.96
Moth,2022,Autumn,Maharashtra,516.17,1285.21,1327.37,65879.46,257.44,2.49
Arecanut,2022,Summer,Maharashtra,2157.13,3052.24,1327.37,409960.39,735.16,1.41
Arhar/Tur,2022,Summer,Maharashtra,8198.06,13884.53,1327.37,1319622.41,2280.08,1.69
Castor seed,2022,Summer,Maharashtra,9174.23,15325.16,1327.37,1074075.98,1930.56,1.67
Cotton(lint),2022,Summer,Maharashtra,6042.7,4810.07,1327.37,1084391.63,2133.21,0.8
Dry chillies,2022,Summer,Maharashtra,1912.11,2299.42,1327.37,192340.77,612.7,1.2
Gram,2022,Summer,Maharashtra,3137.81,3516.77,1327.37,278087.7,1476.82,1.12
Jute,2022,Summer,Maharashtra,9000.29,9802.89,1327.37,1187720.65,3410.95,1.09
Linseed,2022,Summer,Maharashtra,2786.2,6490.61,1327.37,450960.61,767.9,2.33
Maize,2022,Summer,Maharashtra,8198.21,21400.73,1327.37,1623915.2,1924.08,2.61
Mesta,2022,Summer,Maharashtra,4118.59,5510.91,1327.37,412521.31,1268.11,1.34
Niger seed,2022,Summer,Maharashtra,7324.0,14659.9,1327.37,981643.94,1522.56,2.0
Onion,2022,Summer,Maharashtra,5733.92,11205.12,1327.37,925240.34,2461.01,1.95
Other Rabi pulses,2022,Summer,Maharashtra,7622.04,15950.48,1327.37,1473438.21,2520.23,2.09
Potato,2022,Summer,Maharashtra,8484.65,404274.22,1327.37,1541513.01,2051.76,47.65
Rapeseed &Mustard,2022,Summer,Maharashtra,2332.05,4775.39,1327.37,252488.45,1112.45,2.05
Rice,2022,Summer,Maharashtra,9112.84,36211.67,1327.37,1495687.83,4305.77,3.97
Sesamum,2022,Summer,Maharashtra,749.47,572.73,1327.37,119381.24,359.94,0.76
Small millets,2022,Summer,Maharashtra,3601.8,7329.95,1327.37,389783.27,746.06,2.04
Sugarcane,2022,Summer,Maharashtra,4735.98,271234.85,1327.37,381767.67,2242.9,57.27
Sweet potato,2022,Summer,Maharashtra,2093.29,3958.78,1327.37,300405.51,932.04,1.89
Tapioca,2022,Summer,Maharashtra,220.19,336.97,1327.37,31677.55,54.28,1.53
Tobacco,2022,Summer,Maharashtra,8231.61,13445.34,1327.37,1633706.45,3084.93,1.63
Turmeric,2022,Summer,Maharashtra,5925.85,10285.28,1327.37,1135597.1,2758.98,1.74
Wheat,2022,Summer,Maharashtra,1034.14,3848.24,1327.37,146419.37,239.37,3.72
Bajra,2022,Summer,Maharashtra,4668.8,6430.82,1327.37,700733.28,1057.38,1.38
Black pepper,2022,Summer,Maharashtra,6250.93,8705.96,1327.37,1118551.78,2650.8,1.39
Cardamom,2022,Summer,Maharashtra,5013.69,9313.36,1327.37,632854.3,1139.12,1.86
Coriander,2022,Summer,Maharashtra,2190.15,2685.72,1327.37,183020.23,987.31,1.23
Garlic,2022,Summer,Maharashtra,9361.63,11575.1,1327.37,1200815.09,3373.55,1.24
Ginger,2022,Summer,Maharashtra,1189.57,2028.81,1327.37,220521.14,301.76,1.71
Groundnut,2022,Summer,Maharashtra,1998.06,3360.57,1327.37,379508.41,750.92,1.68
Horse-gram,2022,Summer,Maharashtra,8498.4,11623.29,1327.37,1309206.84,3118.81,1.37
Jowar,2022,Summer,Maharashtra,8994.65,8680.61,1327.37,1017373.98,2400.88,0.97
Ragi,2022,Summer,Maharashtra,6914.86,11580.77,1327.37,1076769.94,1859.66,1.67
Cashewnut,2022,Summer,Maharashtra,7804.6,5846.51,1327.37,662091.61,2512.55,0.75
Banana,2022,Summer,Maharashtra,2201.02,73102.08,1327.37,223097.79,1030.11,33.21
Soyabean,2022,Summer,Maharashtra,9369.96,18847.92,1327.37,1336299.14,1875.16,2.01
Barley,2022,Summer,Maharashtra,315.07,500.27,1327.37,61841.13,156.23,1.59
Khesari,2022,Summer,Maharashtra,3205.68,7386.86,1327.37,569996.34,1265.64,2.3
Masoor,2022,Summer,Maharashtra,4071.36,3034.46,1327.37,769444.47,1381.41,0.75
Moong(Green Gram),2022,Summer,Maharashtra,6305.94,11446.67,1327.37,1004577.78,1526.12,1.82
Other Kharif pulses,2022,Summer,Maharashtra,4621.13,10909.67,1327.37,519511.32,1201.34,2.36
Safflower,2022,Summer,Maharashtra,3181.12,5972.84,1327.37,338275.15,668.99,1.88
Sannhamp,2022,Summer,Maharashtra,5713.86,8032.1,1327.37,870672.43,2528.76,1.41
Sunflower,2022,Summer,Maharashtra,2290.17,3015.19,1327.37,247711.5,872.71,1.32
Urad,2022,Summer,Maharashtra,301.8,448.27,1327.37,58569.9,107.82,1.49
Peas & beans (Pulses),2022,Summer,Maharashtra,9406.63,21488.15,1327.37,1779193.48,2631.46,2.28
other oilseeds,2022,Summer,Maharashtra,8180.31,20486.78,1327.37,1231372.98,2579.52,2.5
Other Cereals,2022,Summer,Maharashtra,5545.28,9453.5,1327.37,660302.47,2194.51,1.7
Cowpea(Lobia),2022,Summer,Maharashtra,2902.23,2742.73,1327.37,568911.48,1057.56,0.95
Oilseeds total,2022,Summer,Maharashtra,1098.39,2033.47,1327.37,147297.96,256.8,1.85
Guar seed,2022,Summer,Maharashtra,9482.56,18900.4,1327.37,1118638.27,2852.55,1.99
Other Summer Pulses,2022,Summer,Maharashtra,2500.76,3385.99,1327.37,442642.04,558.82,1.35
Moth,2022,Summer,Maharashtra,3454.8,4734.21,1327.37,669239.46,1510.16,1.37
Arecanut,2022,Winter,Maharashtra,7095.49,12939.08,1327.37,741544.04,2089.95,1.82
Arhar/Tur,2022,Winter,Maharashtra,4201.53,5891.72,1327.37,686994.72,2082.58,1.4
Castor seed,2022,Winter,Maharashtra,4535.99,8847.05,1327.37,768683.6,1414.12,1.95
Cotton(lint),2022,Winter,Maharashtra,4730.55,7023.21,1327.37,735164.24,1342.89,1.48
Dry chillies,2022,Winter,Maharashtra,7816.86,8962.55,1327.37,1062446.99,3547.41,1.15
Gram,2022,Winter,Maharashtra,7406.99,6716.76,1327.37,1299061.71,3654.86,0.91
Jute,2022,Winter,Maharashtra,7961.05,8351.03,1327.37,1382773.64,2880.59,1.05
Linseed,2022,Winter,Maharashtra,223.11,407.7,1327.37,28723.18,111.44,1.83
Maize,2022,Winter,Maharashtra,3005.51,9003.58,1327.37,599061.21,1485.26,3.0
Mesta,2022,Winter,Maharashtra,7574.19,7326.48,1327.37,1235303.75,3710.91,0.97
Niger seed,2022,Winter,Maharashtra,1511.79,3082.66,1327.37,168923.14,381.66,2.04
Onion,2022,Winter,Maharashtra,8770.09,13856.15,1327.37,1393668.97,2833.93,1.58
Other Rabi pulses,2022,Winter,Maharashtra,3010.21,6349.79,1327.37,591749.25,1436.79,2.11
Potato,2022,Winter,Maharashtra,1771.65,102172.99,1327.37,193196.9,442.76,57.67
Rapeseed &Mustard,2022,Winter,Maharashtra,4150.07,3622.48,1327.37,594604.41,919.08,0.87
Rice,2022,Winter,Maharashtra,8721.81,38071.86,1327.37,1101099.83,2773.41,4.37
Sesamum,2022,Winter,Maharashtra,5612.85,6086.02,1327.37,605681.52,1613.7,1.08
Small millets,2022,Winter,Maharashtra,5314.8,5506.34,1327.37,427265.17,1445.18,1.04
Sugarcane,2022,Winter,Maharashtra,4216.7,182072.17,1327.37,646290.44,1397.73,43.18
Sweet potato,2022,Winter,Maharashtra,6125.45,5391.44,1327.37,757276.29,1968.55,0.88
Tapioca,2022,Winter,Maharashtra,944.55,1335.35,1327.37,178586.96,412.57,1.41
Tobacco,2022,Winter,Maharashtra,9265.4,15051.93,1327.37,1400137.75,4225.17,1.62
Turmeric,2022,Winter,Maharashtra,4672.23,6969.85,1327.37,412379.24,1428.56,1.49
Wheat,2022,Winter,Maharashtra,7573.9,26996.16,1327.37,1446254.94,2245.47,3.56
Bajra,2022,Winter,Maharashtra,3781.06,5071.69,1327.37,580806.08,1133.4,1.34
Black pepper,2022,Winter,Maharashtra,3276.38,2715.05,1327.37,343653.58,1608.61,0.83
Cardamom,2022,Winter,Maharashtra,1919.29,3721.61,1327.37,155687.52,766.38,1.94
Coriander,2022,Winter,Maharashtra,7328.22,8878.05,1327.37,1316585.8,2226.08,1.21
Garlic,2022,Winter,Maharashtra,7173.03,11135.66,1327.37,1155190.08,1488.05,1.55
Ginger,2022,Winter,Maharashtra,8416.76,16931.7,1327.37,1682053.85,2145.51,2.01
Groundnut,2022,Winter,Maharashtra,2228.9,3510.9,1327.37,209199.92,1091.83,1.58
Horse-gram,2022,Winter,Maharashtra,4417.66,5089.95,1327.37,644425.22,1998.54,1.15
Jowar,2022,Winter,Maharashtra,197.07,182.63,1327.37,38182.53,69.11,0.93
Ragi,2022,Winter,Maharashtra,5386.9,10128.44,1327.37,595064.99,1801.71,1.88
Cashewnut,2022,Winter,Maharashtra,2037.88,2418.25,1327.37,249104.52,980.15,1.19
Banana,2022,Winter,Maharashtra,9079.01,311075.79,1327.37,1744174.93,2574.86,34.26
Soyabean,2022,Winter,Maharashtra,6330.27,7626.97,1327.37,550357.72,2563.27,1.2
Barley,2022,Winter,Maharashtra,801.55,669.16,1327.37,131556.57,277.26,0.83
Khesari,2022,Winter,Maharashtra,920.48,751.62,1327.37,183829.34,243.26,0.82
Masoor,2022,Winter,Maharashtra,1280.25,2214.98,1327.37,107207.11,602.68,1.73
Moong(Green Gram),2022,Winter,Maharashtra,6749.81,5864.95,1327.37,1258310.83,3346.66,0.87
Other Kharif pulses,2022,Winter,Maharashtra,3250.9,5338.35,1327.37,642029.49,1074.57,1.64
Safflower,2022,Winter,Maharashtra,2787.56,4829.3,1327.37,379033.08,947.37,1.73
Sannhamp,2022,Winter,Maharashtra,4026.58,9571.64,1327.37,673658.5,1932.23,2.38
Sunflower,2022,Winter,Maharashtra,943.85,774.83,1327.37,171189.69,250.17,0.82
Urad,2022,Winter,Maharashtra,8745.47,22523.98,1327.37,717016.98,3961.94,2.58
Peas & beans (Pulses),2022,Winter,Maharashtra,9776.5,16159.7,1327.37,1936062.08,4730.18,1.65
other oilseeds,2022,Winter,Maharashtra,9519.48,17169.41,1327.37,1662913.68,3892.97,1.8
Other Cereals,2022,Winter,Maharashtra,6765.75,11894.04,1327.37,608208.28,2798.76,1.76
Cowpea(Lobia),2022,Winter,Maharashtra,5518.14,8685.14,1327.37,702496.02,2616.48,1.57
Oilseeds total,2022,Winter,Maharashtra,6081.52,10001.91,1327.37,587945.81,1228.65,1.64
Guar seed,2022,Winter,Maharashtra,3998.29,8181.43,1327.37,331247.18,823.73,2.05
Other Summer Pulses,2022,Winter,Maharashtra,4329.23,6564.92,1327.37,714639.39,1934.08,1.52
Moth,2022,Winter,Maharashtra,4918.59,10105.02,1327.37,936381.1,1697.79,2.05
Arecanut,2022,Whole Year,Mizoram,373.16,598.97,994.17,58467.47,165.53,1.61
Arhar/Tur,2022,Whole Year,Mizoram,5064.84,6487.42,994.17,803998.51,1122.36,1.28
Castor seed,2022,Whole Year,Mizoram,4870.69,4751.57,994.17,798363.79,1160.17,0.98
Cotton(lint),2022,Whole Year,Mizoram,7664.24,6625.48,994.17,1436780.45,2096.29,0.86
Dry chillies,2022,Whole Year,Mizoram,1894.14,2522.18,994.17,173658.16,665.04,1.33
Gram,2022,Whole Year,Mizoram,3455.37,5869.21,994.17,690872.1,1705.7,1.7
Jute,2022,Whole Year,Mizoram,695.33,826.84,994.17,92718.46,139.07,1.19
Linseed,2022,Whole Year,Mizoram,501.48,863.43,994.17,88630.75,115.3,1.72
Maize,2022,Whole Year,Mizoram,3189.72,7542.92,994.17,359234.97,1529.24,2.36
Mesta,2022,Whole Year,Mizoram,368.79,374.82,994.17,47608.3,133.06,1.02
Niger seed,2022,Whole Year,Mizoram,1830.76,3225.51,994.17,212499.74,519.77,1.76
Onion,2022,Whole Year,Mizoram,5446.79,9738.58,994.17,625350.62,1914.66,1.79
Other Rabi pulses,2022,Whole Year,Mizoram,9354.98,7952.99,994.17,1821609.32,3630.47,0.85
Potato,2022,Whole Year,Mizoram,8521.28,232395.16,994.17,963439.87,3746.78,27.27
Rapeseed &Mustard,2022,Whole Year,Mizoram,8739.04,15371.32,994.17,793010.69,4246.96,1.76
Rice,2022,Whole Year,Mizoram,2883.73,9242.52,994.17,372993.99,861.54,3.21
Sesamum,2022,Whole Year,Mizoram,5355.23,5911.67,994.17,686713.99,2191.07,1.1
Small millets,2022,Whole Year,Mizoram,8927.76,13488.04,994.17,777181.15,3945.12,1.51
Sugarcane,2022,Whole Year,Mizoram,4785.84,413423.23,994.17,935743.91,1437.3,86.38
Sweet potato,2022,Whole Year,Mizoram,7619.54,13287.63,994.17,982050.52,3454.91,1.74
Tapioca,2022,Whole Year,Mizoram,6076.51,9632.33,994.17,1062488.42,1478.21,1.59
Tobacco,2022,Whole Year,Mizoram,2277.4,4129.91,994.17,222759.09,776.35,1.81
Turmeric,2022,Whole Year,Mizoram,8652.67,10561.94,994.17,784303.37,4047.2,1.22
Wheat,2022,Whole Year,Mizoram,786.05,3638.61,994.17,142651.39,380.35,4.63
Bajra,2022,Whole Year,Mizoram,6554.27,12566.52,994.17,562717.42,1976.1,1.92
Black pepper,2022,Whole Year,Mizoram,4596.32,9183.97,994.17,870633.59,1047.46,2.0
Cardamom,2022,Whole Year,Mizoram,6827.56,13674.55,994.17,628690.2,2666.55,2.0
Coriander,2022,Whole Year,Mizoram,9058.76,21615.08,994.17,1255123.39,3518.76,2.39
Garlic,2022,Whole Year,Mizoram,6681.07,8301.4,994.17,1159908.1,1984.37,1.24
Ginger,2022,Whole Year,Mizoram,7135.16,10682.6,994.17,1183045.92,2622.78,1.5
Groundnut,2022,Whole Year,Mizoram,8753.45,7395.92,994.17,881314.95,3460.63,0.84
Horse-gram,2022,Whole Year,Mizoram,383.42,657.15,994.17,72268.49,87.89,1.71
Jowar,2022,Whole Year,Mizoram,1296.67,1622.05,994.17,158567.44,504.89,1.25
Ragi,2022,Whole Year,Mizoram,2789.87,5947.49,994.17,453573.28,935.44,2.13
Cashewnut,2022,Whole Year,Mizoram,8141.98,17197.05,994.17,712833.05,2235.7,2.11
Banana,2022,Whole Year,Mizoram,9603.78,383718.64,994.17,841711.87,3187.37,39.95
Soyabean,2022,Whole Year,Mizoram,6535.17,6501.23,994.17,1159844.71,2038.87,0.99
Barley,2022,Whole Year,Mizoram,8573.83,15872.85,994.17,808563.65,3934.96,1.85
Khesari,2022,Whole Year,Mizoram,718.68,1575.24,994.17,90227.14,318.92,2.19
Masoor,2022,Whole Year,Mizoram,7538.52,11317.87,994.17,1117127.2,2511.39,1.5
Moong(Green Gram),2022,Whole Year,Mizoram,532.28,493.82,994.17,70975.78,218.54,0.93
Other Kharif pulses,2022,Whole Year,Mizoram,4630.24,9020.19,994.17,687043.34,2032.99,1.95
Safflower,2022,Whole Year,Mizoram,2560.73,6329.67,994.17,223195.6,1076.02,2.47
Sannhamp,2022,Whole Year,Mizoram,9202.69,9141.62,994.17,1133546.25,3269.15,0.99
Sunflower,2022,Whole Year,Mizoram,8684.86,7141.9,994.17,1702609.97,2212.39,0.82
Urad,2022,Whole Year,Mizoram,8855.0,15416.9,994.17,922338.7,2888.14,1.74
Peas & beans (Pulses),2022,Whole Year,Mizoram,9094.36,10083.47,994.17,1010202.22,2053.45,1.11
other oilseeds,2022,Whole Year,Mizoram,7626.67,5080.77,994.17,901482.98,1809.58,0.67
Other Cereals,2022,Whole Year,Mizoram,3061.27,4901.17,994.17,482799.19,940.43,1.6
Cowpea(Lobia),2022,Whole Year,Mizoram,2468.55,2348.26,994.17,463022.38,781.39,0.95
Oilseeds total,2022,Whole Year,Mizoram,3311.14,6395.79,994.17,482470.2,931.64,1.93
Guar seed,2022,Whole Year,Mizoram,6216.66,12632.68,994.17,558046.42,1923.85,2.03
Other Summer Pulses,2022,Whole Year,Mizoram,7274.57,16835.56,994.17,1013365.55,2725.79,2.31
Moth,2022,Whole Year,Mizoram,3985.37,6891.81,994.17,438267.34,1048.33,1.73
Cotton(lint),2022,Kharif,Mizoram,4447.75,3766.56,994.17,820717.4,1314.22,0.85
Maize,2022,Kharif,Mizoram,6203.83,35304.24,994.17,688868.85,1808.61,5.69
Rice,2022,Kharif,Mizoram,6368.01,40403.97,994.17,1068841.18,2954.94,6.34
Groundnut,2022,Kharif,Mizoram,2053.13,1527.57,994.17,291697.29,554.01,0.74
Soyabean,2022,Kharif,Mizoram,828.28,1227.64,994.17,93166.09,239.38,1.48
Gram,2022,Rabi,Mizoram,5729.64,12467.01,994.17,885940.13,1324.71,2.18
Potato,2022,Rabi,Mizoram,4059.89,208624.8,994.17,525090.86,1957.12,51.39
Rapeseed &Mustard,2022,Rabi,Mizoram,3247.23,6998.21,994.17,469726.3,672.45,2.16
Wheat,2022,Rabi,Mizoram,7840.15,38505.87,994.17,1077276.54,3384.23,4.91
Arecanut,2022,Autumn,Mizoram,4524.86,7343.46,994.17,863715.58,1231.69,1.62
Arhar/Tur,2022,Autumn,Mizoram,1653.66,2390.87,994.17,218844.87,343.96,1.45
Castor seed,2022,Autumn,Mizoram,511.11,576.71,994.17,48861.24,197.27,1.13
Cotton(lint),2022,Autumn,Mizoram,4790.55,4264.65,994.17,424801.56,2341.45,0.89
Dry chillies,2022,Autumn,Mizoram,8412.37,7156.09,994.17,1394090.25,3756.86,0.85
Gram,2022,Autumn,Mizoram,4526.58,8918.07,994.17,881518.77,1468.99,1.97
Jute,2022,Autumn,Mizoram,7427.72,12343.51,994.17,1398571.81,1844.0,1.66
Linseed,2022,Autumn,Mizoram,6935.23,11169.86,994.17,1350238.04,3025.17,1.61
Maize,2022,Autumn,Mizoram,1844.21,3563.55,994.17,192205.48,876.22,1.93
Mesta,2022,Autumn,Mizoram,8712.75,18495.1,994.17,1473968.36,1811.42,2.12
Niger seed,2022,Autumn,Mizoram,4854.62,10849.43,994.17,467570.72,1907.32,2.23
Onion,2022,Autumn,Mizoram,2108.24,3531.92,994.17,382399.51,605.46,1.68
Other Rabi pulses,2022,Autumn,Mizoram,5289.36,4126.88,994.17,489464.41,2377.03,0.78
Potato,2022,Autumn,Mizoram,2574.36,123672.11,994.17,259758.05,1162.3,48.04
Rapeseed &Mustard,2022,Autumn,Mizoram,6872.1,8121.23,994.17,989783.04,1534.08,1.18
Rice,2022,Autumn,Mizoram,7832.6,21413.29,994.17,757623.15,3008.43,2.73
Sesamum,2022,Autumn,Mizoram,8195.57,6155.67,994.17,764659.85,1741.67,0.75
Small millets,2022,Autumn,Mizoram,5595.65,8694.41,994.17,866019.06,2757.35,1.55
Sugarcane,2022,Autumn,Mizoram,1997.11,122486.5,994.17,391421.29,851.58,61.33
Sweet potato,2022,Autumn,Mizoram,9689.26,15919.2,994.17,1928679.88,2811.6,1.64
Tapioca,2022,Autumn,Mizoram,6005.08,5781.96,994.17,995889.56,1755.14,0.96
Tobacco,2022,Autumn,Mizoram,3353.0,5879.53,994.17,335466.22,946.58,1.75
Turmeric,2022,Autumn,Mizoram,2943.97,3109.22,994.17,584942.57,987.26,1.06
Wheat,2022,Autumn,Mizoram,4547.06,18733.33,994.17,711647.65,1825.69,4.12
Bajra,2022,Autumn,Mizoram,7971.51,18004.57,994.17,1046927.9,3144.67,2.26
Black pepper,2022,Autumn,Mizoram,4464.0,6818.12,994.17,382138.26,1864.26,1.53
Cardamom,2022,Autumn,Mizoram,8435.43,9176.37,994.17,1677607.19,3074.34,1.09
Coriander,2022,Autumn,Mizoram,7747.64,7084.0,994.17,768211.12,3550.63,0.91
Garlic,2022,Autumn,Mizoram,2014.12,2541.2,994.17,194078.75,886.23,1.26
Ginger,2022,Autumn,Mizoram,1326.5,1967.09,994.17,174608.41,624.02,1.48
Groundnut,2022,Autumn,Mizoram,1251.21,2165.98,994.17,179849.94,266.32,1.73
Horse-gram,2022,Autumn,Mizoram,7552.63,14699.64,994.17,987906.33,2394.95,1.95
Jowar,2022,Autumn,Mizoram,2215.01,3006.07,994.17,312441.28,761.93,1.36
Ragi,2022,Autumn,Mizoram,3505.85,3866.66,994.17,442160.55,1593.29,1.1
Cashewnut,2022,Autumn,Mizoram,709.44,1312.67,994.17,83538.29,154.1,1.85
Banana,2022,Autumn,Mizoram,6197.23,254381.03,994.17,665045.08,2187.33,41.05
Soyabean,2022,Autumn,Mizoram,1897.48,3929.63,994.17,280605.76,562.36,2.07
Barley,2022,Autumn,Mizoram,9821.79,9051.34,994.17,1108786.3,3556.41,0.92
Khesari,2022,Autumn,Mizoram,3889.42,9941.77,994.17,456832.32,1052.49,2.56
Masoor,2022,Autumn,Mizoram,9174.65,9846.99,994.17,1331246.63,2278.69,1.07
Moong(Green Gram),2022,Autumn,Mizoram,8939.13,13466.04,994.17,930418.81,2308.4,1.51
Other Kharif pulses,2022,Autumn,Mizoram,687.41,1234.21,994.17,78653.82,269.57,1.8
Safflower,2022,Autumn,Mizoram,1940.21,2566.5,994.17,242882.52,547.84,1.32
Sannhamp,2022,Autumn,Mizoram,451.93,746.84,994.17,76087.26,113.77,1.65
Sunflower,2022,Autumn,Mizoram,4676.36,8529.98,994.17,753372.17,1690.5,1.82
Urad,2022,Autumn,Mizoram,594.58,861.15,994.17,94353.72,222.13,1.45
Peas & beans (Pulses),2022,Autumn,Mizoram,3957.96,7005.83,994.17,669117.98,1962.61,1.77
other oilseeds,2022,Autumn,Mizoram,8350.12,8691.71,994.17,1101891.48,3060.45,1.04
Other Cereals,2022,Autumn,Mizoram,8891.88,19727.64,994.17,856422.8,3667.27,2.22
Cowpea(Lobia),2022,Autumn,Mizoram,7112.05,10186.45,994.17,765257.64,3552.78,1.43
Oilseeds total,2022,Autumn,Mizoram,8826.21,7560.59,994.17,1700840.82,1781.4,0.86
Guar seed,2022,Autumn,Mizoram,1840.72,3190.31,994.17,288781.26,912.24,1.73
